season,race_name,circuitId,driver,constructor,qualifying_position,final_position,podium
2010,Abu Dhabi Grand Prix,24,TRU,Lotus,19,21,0
2010,Abu Dhabi Grand Prix,24,GLO,Virgin,21,R,0
2010,Abu Dhabi Grand Prix,24,MSC,Mercedes,8,R,0
2010,Abu Dhabi Grand Prix,24,LIU,Force India,16,R,0
2011,Australian Grand Prix,1,VET,Red Bull,1,1,1
2011,Australian Grand Prix,1,HAM,McLaren,2,2,1
2011,Australian Grand Prix,1,PET,Renault,6,3,1
2011,Australian Grand Prix,1,ALO,Ferrari,5,4,0
2011,Australian Grand Prix,1,WEB,Red Bull,3,5,0
2011,Australian Grand Prix,1,BUT,McLaren,4,6,0
2011,Australian Grand Prix,1,MAS,Ferrari,8,7,0
2011,Australian Grand Prix,1,BUE,Toro Rosso,10,8,0
2011,Australian Grand Prix,1,SUT,Force India,16,9,0
2011,Australian Grand Prix,1,DIR,Force India,14,10,0
2011,Australian Grand Prix,1,ALG,Toro Rosso,12,11,0
2011,Australian Grand Prix,1,HEI,Renault,18,12,0
2011,Australian Grand Prix,1,TRU,Lotus,20,13,0
2011,Australian Grand Prix,1,DAM,Virgin,22,14,0
2011,Australian Grand Prix,1,GLO,Virgin,21,N,0
2011,Australian Grand Prix,1,BAR,Williams,17,R,0
2011,Australian Grand Prix,1,ROS,Mercedes,7,R,0
2011,Australian Grand Prix,1,KOV,Lotus,19,R,0
2011,Australian Grand Prix,1,MSC,Mercedes,11,R,0
2011,Australian Grand Prix,1,MAL,Williams,15,R,0
2011,Australian Grand Prix,1,KOB,Sauber,9,D,0
2011,Australian Grand Prix,1,PER,Sauber,13,D,0
2011,Malaysian Grand Prix,2,VET,Red Bull,1,1,1
2011,Malaysian Grand Prix,2,BUT,McLaren,4,2,1
2011,Malaysian Grand Prix,2,HEI,Renault,6,3,1
2011,Malaysian Grand Prix,2,WEB,Red Bull,3,4,0
2011,Malaysian Grand Prix,2,MAS,Ferrari,7,5,0
2011,Malaysian Grand Prix,2,ALO,Ferrari,5,6,0
2011,Malaysian Grand Prix,2,KOB,Sauber,10,7,0
2011,Malaysian Grand Prix,2,HAM,McLaren,2,8,0
2011,Malaysian Grand Prix,2,MSC,Mercedes,11,9,0
2011,Malaysian Grand Prix,2,DIR,Force India,14,10,0
2011,Malaysian Grand Prix,2,SUT,Force India,17,11,0
2011,Malaysian Grand Prix,2,ROS,Mercedes,9,12,0
2011,Malaysian Grand Prix,2,BUE,Toro Rosso,12,13,0
2011,Malaysian Grand Prix,2,ALG,Toro Rosso,13,14,0
2011,Malaysian Grand Prix,2,KOV,Lotus,19,15,0
2011,Malaysian Grand Prix,2,GLO,Virgin,21,16,0
2011,Malaysian Grand Prix,2,PET,Renault,8,17,0
2011,Malaysian Grand Prix,2,LIU,HRT,23,R,0
2011,Malaysian Grand Prix,2,DAM,Virgin,22,R,0
2011,Malaysian Grand Prix,2,TRU,Lotus,20,R,0
2011,Malaysian Grand Prix,2,PER,Sauber,16,R,0
2011,Malaysian Grand Prix,2,BAR,Williams,15,R,0
2011,Malaysian Grand Prix,2,KAR,HRT,24,R,0
2011,Malaysian Grand Prix,2,MAL,Williams,18,R,0
2011,Chinese Grand Prix,17,HAM,McLaren,3,1,1
2011,Chinese Grand Prix,17,VET,Red Bull,1,2,1
2011,Chinese Grand Prix,17,WEB,Red Bull,18,3,1
2011,Chinese Grand Prix,17,BUT,McLaren,2,4,0
2011,Chinese Grand Prix,17,ROS,Mercedes,4,5,0
2011,Chinese Grand Prix,17,MAS,Ferrari,6,6,0
2011,Chinese Grand Prix,17,ALO,Ferrari,5,7,0
2011,Chinese Grand Prix,17,MSC,Mercedes,14,8,0
2011,Chinese Grand Prix,17,PET,Renault,10,9,0
2011,Chinese Grand Prix,17,KOB,Sauber,13,10,0
2011,Chinese Grand Prix,17,DIR,Force India,8,11,0
2011,Chinese Grand Prix,17,HEI,Renault,16,12,0
2011,Chinese Grand Prix,17,BAR,Williams,15,13,0
2011,Chinese Grand Prix,17,BUE,Toro Rosso,9,14,0
2011,Chinese Grand Prix,17,SUT,Force India,11,15,0
2011,Chinese Grand Prix,17,KOV,Lotus,19,16,0
2011,Chinese Grand Prix,17,PER,Sauber,12,17,0
2011,Chinese Grand Prix,17,MAL,Williams,17,18,0
2011,Chinese Grand Prix,17,TRU,Lotus,20,19,0
2011,Chinese Grand Prix,17,DAM,Virgin,21,20,0
2011,Chinese Grand Prix,17,GLO,Virgin,22,21,0
2011,Chinese Grand Prix,17,LIU,HRT,23,22,0
2011,Chinese Grand Prix,17,KAR,HRT,24,23,0
2011,Chinese Grand Prix,17,ALG,Toro Rosso,7,R,0
2011,Turkish Grand Prix,5,VET,Red Bull,1,1,1
2011,Turkish Grand Prix,5,WEB,Red Bull,2,2,1
2011,Turkish Grand Prix,5,ALO,Ferrari,5,3,1
2011,Turkish Grand Prix,5,HAM,McLaren,4,4,0
2011,Turkish Grand Prix,5,ROS,Mercedes,3,5,0
2011,Turkish Grand Prix,5,BUT,McLaren,6,6,0
2011,Turkish Grand Prix,5,HEI,Renault,9,7,0
2011,Turkish Grand Prix,5,PET,Renault,7,8,0
2011,Turkish Grand Prix,5,BUE,Toro Rosso,16,9,0
2011,Turkish Grand Prix,5,KOB,Sauber,24,10,0
2011,Turkish Grand Prix,5,MAS,Ferrari,10,11,0
2011,Turkish Grand Prix,5,MSC,Mercedes,8,12,0
2011,Turkish Grand Prix,5,SUT,Force India,12,13,0
2011,Turkish Grand Prix,5,PER,Sauber,15,14,0
2011,Turkish Grand Prix,5,BAR,Williams,11,15,0
2011,Turkish Grand Prix,5,ALG,Toro Rosso,17,16,0
2011,Turkish Grand Prix,5,MAL,Williams,14,17,0
2011,Turkish Grand Prix,5,TRU,Lotus,19,18,0
2011,Turkish Grand Prix,5,KOV,Lotus,18,19,0
2011,Turkish Grand Prix,5,DAM,Virgin,23,20,0
2011,Turkish Grand Prix,5,KAR,HRT,22,21,0
2011,Turkish Grand Prix,5,LIU,HRT,20,22,0
2011,Turkish Grand Prix,5,DIR,Force India,13,R,0
2011,Turkish Grand Prix,5,GLO,Virgin,21,W,0
2011,Spanish Grand Prix,4,VET,Red Bull,2,1,1
2011,Spanish Grand Prix,4,HAM,McLaren,3,2,1
2011,Spanish Grand Prix,4,BUT,McLaren,5,3,1
2011,Spanish Grand Prix,4,WEB,Red Bull,1,4,0
2011,Spanish Grand Prix,4,ALO,Ferrari,4,5,0
2011,Spanish Grand Prix,4,MSC,Mercedes,10,6,0
2011,Spanish Grand Prix,4,ROS,Mercedes,7,7,0
2011,Spanish Grand Prix,4,HEI,Renault,24,8,0
2011,Spanish Grand Prix,4,PER,Sauber,12,9,0
2011,Spanish Grand Prix,4,KOB,Sauber,14,10,0
2011,Spanish Grand Prix,4,PET,Renault,6,11,0
2011,Spanish Grand Prix,4,DIR,Force India,16,12,0
2011,Spanish Grand Prix,4,SUT,Force India,17,13,0
2011,Spanish Grand Prix,4,BUE,Toro Rosso,11,14,0
2011,Spanish Grand Prix,4,MAL,Williams,9,15,0
2011,Spanish Grand Prix,4,ALG,Toro Rosso,13,16,0
2011,Spanish Grand Prix,4,BAR,Williams,19,17,0
2011,Spanish Grand Prix,4,TRU,Lotus,18,18,0
2011,Spanish Grand Prix,4,GLO,Virgin,20,19,0
2011,Spanish Grand Prix,4,DAM,Virgin,23,20,0
2011,Spanish Grand Prix,4,KAR,HRT,22,21,0
2011,Spanish Grand Prix,4,MAS,Ferrari,8,R,0
2011,Spanish Grand Prix,4,KOV,Lotus,15,R,0
2011,Spanish Grand Prix,4,LIU,HRT,21,R,0
2011,Monaco Grand Prix,6,VET,Red Bull,1,1,1
2011,Monaco Grand Prix,6,ALO,Ferrari,4,2,1
2011,Monaco Grand Prix,6,BUT,McLaren,2,3,1
2011,Monaco Grand Prix,6,WEB,Red Bull,3,4,0
2011,Monaco Grand Prix,6,KOB,Sauber,12,5,0
2011,Monaco Grand Prix,6,HAM,McLaren,9,6,0
2011,Monaco Grand Prix,6,SUT,Force India,14,7,0
2011,Monaco Grand Prix,6,HEI,Renault,15,8,0
2011,Monaco Grand Prix,6,BAR,Williams,11,9,0
2011,Monaco Grand Prix,6,BUE,Toro Rosso,16,10,0
2011,Monaco Grand Prix,6,ROS,Mercedes,7,11,0
2011,Monaco Grand Prix,6,DIR,Force India,13,12,0
2011,Monaco Grand Prix,6,TRU,Lotus,18,13,0
2011,Monaco Grand Prix,6,KOV,Lotus,17,14,0
2011,Monaco Grand Prix,6,DAM,Virgin,21,15,0
2011,Monaco Grand Prix,6,LIU,HRT,23,16,0
2011,Monaco Grand Prix,6,KAR,HRT,22,17,0
2011,Monaco Grand Prix,6,MAL,Williams,8,18,0
2011,Monaco Grand Prix,6,PET,Renault,10,R,0
2011,Monaco Grand Prix,6,ALG,Toro Rosso,19,R,0
2011,Monaco Grand Prix,6,MAS,Ferrari,6,R,0
2011,Monaco Grand Prix,6,MSC,Mercedes,5,R,0
2011,Monaco Grand Prix,6,GLO,Virgin,20,R,0
2011,Canadian Grand Prix,7,BUT,McLaren,7,1,1
2011,Canadian Grand Prix,7,VET,Red Bull,1,2,1
2011,Canadian Grand Prix,7,WEB,Red Bull,4,3,1
2011,Canadian Grand Prix,7,MSC,Mercedes,8,4,0
2011,Canadian Grand Prix,7,PET,Renault,10,5,0
2011,Canadian Grand Prix,7,MAS,Ferrari,3,6,0
2011,Canadian Grand Prix,7,KOB,Sauber,13,7,0
2011,Canadian Grand Prix,7,ALG,Toro Rosso,24,8,0
2011,Canadian Grand Prix,7,BAR,Williams,16,9,0
2011,Canadian Grand Prix,7,BUE,Toro Rosso,15,10,0
2011,Canadian Grand Prix,7,ROS,Mercedes,6,11,0
2011,Canadian Grand Prix,7,DLR,Sauber,17,12,0
2011,Canadian Grand Prix,7,LIU,HRT,20,13,0
2011,Canadian Grand Prix,7,KAR,HRT,22,14,0
2011,Canadian Grand Prix,7,DAM,Virgin,23,15,0
2011,Canadian Grand Prix,7,GLO,Virgin,21,16,0
2011,Canadian Grand Prix,7,TRU,Lotus,18,17,0
2011,Canadian Grand Prix,7,DIR,Force India,11,18,0
2011,Canadian Grand Prix,7,MAL,Williams,12,R,0
2011,Canadian Grand Prix,7,HEI,Renault,9,R,0
2011,Canadian Grand Prix,7,SUT,Force India,14,R,0
2011,Canadian Grand Prix,7,ALO,Ferrari,2,R,0
2011,Canadian Grand Prix,7,KOV,Lotus,19,R,0
2011,Canadian Grand Prix,7,HAM,McLaren,5,R,0
2011,European Grand Prix,12,VET,Red Bull,1,1,1
2011,European Grand Prix,12,ALO,Ferrari,4,2,1
2011,European Grand Prix,12,WEB,Red Bull,2,3,1
2011,European Grand Prix,12,HAM,McLaren,3,4,0
2011,European Grand Prix,12,MAS,Ferrari,5,5,0
2011,European Grand Prix,12,BUT,McLaren,6,6,0
2011,European Grand Prix,12,ROS,Mercedes,7,7,0
2011,European Grand Prix,12,ALG,Toro Rosso,18,8,0
2011,European Grand Prix,12,SUT,Force India,10,9,0
2011,European Grand Prix,12,HEI,Renault,9,10,0
2011,European Grand Prix,12,PER,Sauber,16,11,0
2011,European Grand Prix,12,BAR,Williams,13,12,0
2011,European Grand Prix,12,BUE,Toro Rosso,17,13,0
2011,European Grand Prix,12,DIR,Force India,12,14,0
2011,European Grand Prix,12,PET,Renault,11,15,0
2011,European Grand Prix,12,KOB,Sauber,14,16,0
2011,European Grand Prix,12,MSC,Mercedes,8,17,0
2011,European Grand Prix,12,MAL,Williams,15,18,0
2011,European Grand Prix,12,KOV,Lotus,19,19,0
2011,European Grand Prix,12,TRU,Lotus,20,20,0
2011,European Grand Prix,12,GLO,Virgin,21,21,0
2011,European Grand Prix,12,DAM,Virgin,23,22,0
2011,European Grand Prix,12,LIU,HRT,22,23,0
2011,European Grand Prix,12,KAR,HRT,24,24,0
2011,British Grand Prix,9,ALO,Ferrari,3,1,1
2011,British Grand Prix,9,VET,Red Bull,2,2,1
2011,British Grand Prix,9,WEB,Red Bull,1,3,1
2011,British Grand Prix,9,HAM,McLaren,10,4,0
2011,British Grand Prix,9,MAS,Ferrari,4,5,0
2011,British Grand Prix,9,ROS,Mercedes,9,6,0
2011,British Grand Prix,9,PER,Sauber,12,7,0
2011,British Grand Prix,9,HEI,Renault,16,8,0
2011,British Grand Prix,9,MSC,Mercedes,13,9,0
2011,British Grand Prix,9,ALG,Toro Rosso,18,10,0
2011,British Grand Prix,9,SUT,Force India,11,11,0
2011,British Grand Prix,9,PET,Renault,14,12,0
2011,British Grand Prix,9,BAR,Williams,15,13,0
2011,British Grand Prix,9,MAL,Williams,7,14,0
2011,British Grand Prix,9,DIR,Force India,6,15,0
2011,British Grand Prix,9,GLO,Virgin,20,16,0
2011,British Grand Prix,9,DAM,Virgin,22,17,0
2011,British Grand Prix,9,LIU,HRT,23,18,0
2011,British Grand Prix,9,RIC,HRT,24,19,0
2011,British Grand Prix,9,BUT,McLaren,5,R,0
2011,British Grand Prix,9,BUE,Toro Rosso,19,R,0
2011,British Grand Prix,9,KOB,Sauber,8,R,0
2011,British Grand Prix,9,TRU,Lotus,21,R,0
2011,British Grand Prix,9,KOV,Lotus,17,R,0
2011,German Grand Prix,20,HAM,McLaren,2,1,1
2011,German Grand Prix,20,ALO,Ferrari,4,2,1
2011,German Grand Prix,20,WEB,Red Bull,1,3,1
2011,German Grand Prix,20,VET,Red Bull,3,4,0
2011,German Grand Prix,20,MAS,Ferrari,5,5,0
2011,German Grand Prix,20,SUT,Force India,8,6,0
2011,German Grand Prix,20,ROS,Mercedes,6,7,0
2011,German Grand Prix,20,MSC,Mercedes,10,8,0
2011,German Grand Prix,20,KOB,Sauber,17,9,0
2011,German Grand Prix,20,PET,Renault,9,10,0
2011,German Grand Prix,20,PER,Sauber,15,11,0
2011,German Grand Prix,20,ALG,Toro Rosso,16,12,0
2011,German Grand Prix,20,DIR,Force India,12,13,0
2011,German Grand Prix,20,MAL,Williams,13,14,0
2011,German Grand Prix,20,BUE,Toro Rosso,24,15,0
2011,German Grand Prix,20,KOV,Lotus,18,16,0
2011,German Grand Prix,20,GLO,Virgin,19,17,0
2011,German Grand Prix,20,DAM,Virgin,21,18,0
2011,German Grand Prix,20,RIC,HRT,22,19,0
2011,German Grand Prix,20,CHA,Lotus,20,20,0
2011,German Grand Prix,20,LIU,HRT,23,R,0
2011,German Grand Prix,20,BUT,McLaren,7,R,0
2011,German Grand Prix,20,BAR,Williams,14,R,0
2011,German Grand Prix,20,HEI,Renault,11,R,0
2011,Hungarian Grand Prix,11,BUT,McLaren,3,1,1
2011,Hungarian Grand Prix,11,VET,Red Bull,1,2,1
2011,Hungarian Grand Prix,11,ALO,Ferrari,5,3,1
2011,Hungarian Grand Prix,11,HAM,McLaren,2,4,0
2011,Hungarian Grand Prix,11,WEB,Red Bull,6,5,0
2011,Hungarian Grand Prix,11,MAS,Ferrari,4,6,0
2011,Hungarian Grand Prix,11,DIR,Force India,11,7,0
2011,Hungarian Grand Prix,11,BUE,Toro Rosso,23,8,0
2011,Hungarian Grand Prix,11,ROS,Mercedes,7,9,0
2011,Hungarian Grand Prix,11,ALG,Toro Rosso,16,10,0
2011,Hungarian Grand Prix,11,KOB,Sauber,13,11,0
2011,Hungarian Grand Prix,11,PET,Renault,12,12,0
2011,Hungarian Grand Prix,11,BAR,Williams,15,13,0
2011,Hungarian Grand Prix,11,SUT,Force India,8,14,0
2011,Hungarian Grand Prix,11,PER,Sauber,10,15,0
2011,Hungarian Grand Prix,11,MAL,Williams,17,16,0
2011,Hungarian Grand Prix,11,GLO,Virgin,20,17,0
2011,Hungarian Grand Prix,11,RIC,HRT,22,18,0
2011,Hungarian Grand Prix,11,DAM,Virgin,24,19,0
2011,Hungarian Grand Prix,11,LIU,HRT,21,20,0
2011,Hungarian Grand Prix,11,KOV,Lotus,18,R,0
2011,Hungarian Grand Prix,11,MSC,Mercedes,9,R,0
2011,Hungarian Grand Prix,11,HEI,Renault,14,R,0
2011,Hungarian Grand Prix,11,TRU,Lotus,19,R,0
2011,Belgian Grand Prix,13,VET,Red Bull,1,1,1
2011,Belgian Grand Prix,13,WEB,Red Bull,3,2,1
2011,Belgian Grand Prix,13,BUT,McLaren,13,3,1
2011,Belgian Grand Prix,13,ALO,Ferrari,8,4,0
2011,Belgian Grand Prix,13,MSC,Mercedes,24,5,0
2011,Belgian Grand Prix,13,ROS,Mercedes,5,6,0
2011,Belgian Grand Prix,13,SUT,Force India,15,7,0
2011,Belgian Grand Prix,13,MAS,Ferrari,4,8,0
2011,Belgian Grand Prix,13,PET,Renault,10,9,0
2011,Belgian Grand Prix,13,MAL,Williams,21,10,0
2011,Belgian Grand Prix,13,DIR,Force India,17,11,0
2011,Belgian Grand Prix,13,KOB,Sauber,12,12,0
2011,Belgian Grand Prix,13,SEN,Renault,7,13,0
2011,Belgian Grand Prix,13,TRU,Lotus,18,14,0
2011,Belgian Grand Prix,13,KOV,Lotus,16,15,0
2011,Belgian Grand Prix,13,BAR,Williams,14,16,0
2011,Belgian Grand Prix,13,DAM,Virgin,20,17,0
2011,Belgian Grand Prix,13,GLO,Virgin,19,18,0
2011,Belgian Grand Prix,13,LIU,HRT,22,19,0
2011,Belgian Grand Prix,13,PER,Sauber,9,R,0
2011,Belgian Grand Prix,13,RIC,HRT,23,R,0
2011,Belgian Grand Prix,13,HAM,McLaren,2,R,0
2011,Belgian Grand Prix,13,BUE,Toro Rosso,11,R,0
2011,Belgian Grand Prix,13,ALG,Toro Rosso,6,R,0
2011,Italian Grand Prix,14,VET,Red Bull,1,1,1
2011,Italian Grand Prix,14,BUT,McLaren,3,2,1
2011,Italian Grand Prix,14,ALO,Ferrari,4,3,1
2011,Italian Grand Prix,14,HAM,McLaren,2,4,0
2011,Italian Grand Prix,14,MSC,Mercedes,8,5,0
2011,Italian Grand Prix,14,MAS,Ferrari,6,6,0
2011,Italian Grand Prix,14,ALG,Toro Rosso,18,7,0
2011,Italian Grand Prix,14,DIR,Force India,11,8,0
2011,Italian Grand Prix,14,SEN,Renault,10,9,0
2011,Italian Grand Prix,14,BUE,Toro Rosso,16,10,0
2011,Italian Grand Prix,14,MAL,Williams,14,11,0
2011,Italian Grand Prix,14,BAR,Williams,13,12,0
2011,Italian Grand Prix,14,KOV,Lotus,20,13,0
2011,Italian Grand Prix,14,TRU,Lotus,19,14,0
2011,Italian Grand Prix,14,GLO,Virgin,21,15,0
2011,Italian Grand Prix,14,RIC,HRT,23,N,0
2011,Italian Grand Prix,14,PER,Sauber,15,R,0
2011,Italian Grand Prix,14,KOB,Sauber,17,R,0
2011,Italian Grand Prix,14,SUT,Force India,12,R,0
2011,Italian Grand Prix,14,WEB,Red Bull,5,R,0
2011,Italian Grand Prix,14,DAM,Virgin,22,R,0
2011,Italian Grand Prix,14,PET,Renault,7,R,0
2011,Italian Grand Prix,14,ROS,Mercedes,9,R,0
2011,Italian Grand Prix,14,LIU,HRT,24,R,0
2011,Singapore Grand Prix,15,VET,Red Bull,1,1,1
2011,Singapore Grand Prix,15,BUT,McLaren,3,2,1
2011,Singapore Grand Prix,15,WEB,Red Bull,2,3,1
2011,Singapore Grand Prix,15,ALO,Ferrari,5,4,0
2011,Singapore Grand Prix,15,HAM,McLaren,4,5,0
2011,Singapore Grand Prix,15,DIR,Force India,10,6,0
2011,Singapore Grand Prix,15,ROS,Mercedes,7,7,0
2011,Singapore Grand Prix,15,SUT,Force India,9,8,0
2011,Singapore Grand Prix,15,MAS,Ferrari,6,9,0
2011,Singapore Grand Prix,15,PER,Sauber,11,10,0
2011,Singapore Grand Prix,15,MAL,Williams,13,11,0
2011,Singapore Grand Prix,15,BUE,Toro Rosso,14,12,0
2011,Singapore Grand Prix,15,BAR,Williams,12,13,0
2011,Singapore Grand Prix,15,KOB,Sauber,17,14,0
2011,Singapore Grand Prix,15,SEN,Renault,15,15,0
2011,Singapore Grand Prix,15,KOV,Lotus,19,16,0
2011,Singapore Grand Prix,15,PET,Renault,18,17,0
2011,Singapore Grand Prix,15,DAM,Virgin,22,18,0
2011,Singapore Grand Prix,15,RIC,HRT,23,19,0
2011,Singapore Grand Prix,15,LIU,HRT,24,20,0
2011,Singapore Grand Prix,15,ALG,Toro Rosso,16,21,0
2011,Singapore Grand Prix,15,TRU,Lotus,20,R,0
2011,Singapore Grand Prix,15,MSC,Mercedes,8,R,0
2011,Singapore Grand Prix,15,GLO,Virgin,21,R,0
2011,Japanese Grand Prix,22,BUT,McLaren,2,1,1
2011,Japanese Grand Prix,22,ALO,Ferrari,5,2,1
2011,Japanese Grand Prix,22,VET,Red Bull,1,3,1
2011,Japanese Grand Prix,22,WEB,Red Bull,6,4,0
2011,Japanese Grand Prix,22,HAM,McLaren,3,5,0
2011,Japanese Grand Prix,22,MSC,Mercedes,8,6,0
2011,Japanese Grand Prix,22,MAS,Ferrari,4,7,0
2011,Japanese Grand Prix,22,PER,Sauber,17,8,0
2011,Japanese Grand Prix,22,PET,Renault,10,9,0
2011,Japanese Grand Prix,22,ROS,Mercedes,23,10,0
2011,Japanese Grand Prix,22,SUT,Force India,11,11,0
2011,Japanese Grand Prix,22,DIR,Force India,12,12,0
2011,Japanese Grand Prix,22,KOB,Sauber,7,13,0
2011,Japanese Grand Prix,22,MAL,Williams,14,14,0
2011,Japanese Grand Prix,22,ALG,Toro Rosso,16,15,0
2011,Japanese Grand Prix,22,SEN,Renault,9,16,0
2011,Japanese Grand Prix,22,BAR,Williams,13,17,0
2011,Japanese Grand Prix,22,KOV,Lotus,18,18,0
2011,Japanese Grand Prix,22,TRU,Lotus,19,19,0
2011,Japanese Grand Prix,22,GLO,Virgin,21,20,0
2011,Japanese Grand Prix,22,DAM,Virgin,20,21,0
2011,Japanese Grand Prix,22,RIC,HRT,22,22,0
2011,Japanese Grand Prix,22,LIU,HRT,24,23,0
2011,Japanese Grand Prix,22,BUE,Toro Rosso,15,R,0
2011,Korean Grand Prix,35,VET,Red Bull,2,1,1
2011,Korean Grand Prix,35,HAM,McLaren,1,2,1
2011,Korean Grand Prix,35,WEB,Red Bull,4,3,1
2011,Korean Grand Prix,35,BUT,McLaren,3,4,0
2011,Korean Grand Prix,35,ALO,Ferrari,6,5,0
2011,Korean Grand Prix,35,MAS,Ferrari,5,6,0
2011,Korean Grand Prix,35,ALG,Toro Rosso,11,7,0
2011,Korean Grand Prix,35,ROS,Mercedes,7,8,0
2011,Korean Grand Prix,35,BUE,Toro Rosso,13,9,0
2011,Korean Grand Prix,35,DIR,Force India,9,10,0
2011,Korean Grand Prix,35,SUT,Force India,10,11,0
2011,Korean Grand Prix,35,BAR,Williams,18,12,0
2011,Korean Grand Prix,35,SEN,Renault,15,13,0
2011,Korean Grand Prix,35,KOV,Lotus,19,14,0
2011,Korean Grand Prix,35,KOB,Sauber,14,15,0
2011,Korean Grand Prix,35,PER,Sauber,17,16,0
2011,Korean Grand Prix,35,TRU,Lotus,20,17,0
2011,Korean Grand Prix,35,GLO,Virgin,21,18,0
2011,Korean Grand Prix,35,RIC,HRT,24,19,0
2011,Korean Grand Prix,35,DAM,Virgin,22,20,0
2011,Korean Grand Prix,35,LIU,HRT,23,21,0
2011,Korean Grand Prix,35,MAL,Williams,16,R,0
2011,Korean Grand Prix,35,PET,Renault,8,R,0
2011,Korean Grand Prix,35,MSC,Mercedes,12,R,0
2011,Indian Grand Prix,68,VET,Red Bull,1,1,1
2011,Indian Grand Prix,68,BUT,McLaren,4,2,1
2011,Indian Grand Prix,68,ALO,Ferrari,3,3,1
2011,Indian Grand Prix,68,WEB,Red Bull,2,4,0
2011,Indian Grand Prix,68,MSC,Mercedes,11,5,0
2011,Indian Grand Prix,68,ROS,Mercedes,7,6,0
2011,Indian Grand Prix,68,HAM,McLaren,5,7,0
2011,Indian Grand Prix,68,ALG,Toro Rosso,10,8,0
2011,Indian Grand Prix,68,SUT,Force India,8,9,0
2011,Indian Grand Prix,68,PER,Sauber,20,10,0
2011,Indian Grand Prix,68,PET,Renault,16,11,0
2011,Indian Grand Prix,68,SEN,Renault,14,12,0
2011,Indian Grand Prix,68,DIR,Force India,12,13,0
2011,Indian Grand Prix,68,KOV,Lotus,18,14,0
2011,Indian Grand Prix,68,BAR,Williams,15,15,0
2011,Indian Grand Prix,68,DAM,Virgin,21,16,0
2011,Indian Grand Prix,68,KAR,HRT,24,17,0
2011,Indian Grand Prix,68,RIC,HRT,23,18,0
2011,Indian Grand Prix,68,TRU,Lotus,19,19,0
2011,Indian Grand Prix,68,MAS,Ferrari,6,R,0
2011,Indian Grand Prix,68,BUE,Toro Rosso,9,R,0
2011,Indian Grand Prix,68,MAL,Williams,13,R,0
2011,Indian Grand Prix,68,GLO,Virgin,22,R,0
2011,Indian Grand Prix,68,KOB,Sauber,17,R,0
2011,Abu Dhabi Grand Prix,24,HAM,McLaren,2,1,1
2011,Abu Dhabi Grand Prix,24,ALO,Ferrari,5,2,1
2011,Abu Dhabi Grand Prix,24,BUT,McLaren,3,3,1
2011,Abu Dhabi Grand Prix,24,WEB,Red Bull,4,4,0
2011,Abu Dhabi Grand Prix,24,MAS,Ferrari,6,5,0
2011,Abu Dhabi Grand Prix,24,ROS,Mercedes,7,6,0
2011,Abu Dhabi Grand Prix,24,MSC,Mercedes,8,7,0
2011,Abu Dhabi Grand Prix,24,SUT,Force India,9,8,0
2011,Abu Dhabi Grand Prix,24,DIR,Force India,10,9,0
2011,Abu Dhabi Grand Prix,24,KOB,Sauber,16,10,0
2011,Abu Dhabi Grand Prix,24,PER,Sauber,11,11,0
2011,Abu Dhabi Grand Prix,24,BAR,Williams,24,12,0
2011,Abu Dhabi Grand Prix,24,PET,Renault,12,13,0
2011,Abu Dhabi Grand Prix,24,MAL,Williams,23,14,0
2011,Abu Dhabi Grand Prix,24,ALG,Toro Rosso,15,15,0
2011,Abu Dhabi Grand Prix,24,SEN,Renault,14,16,0
2011,Abu Dhabi Grand Prix,24,KOV,Lotus,17,17,0
2011,Abu Dhabi Grand Prix,24,TRU,Lotus,18,18,0
2011,Abu Dhabi Grand Prix,24,GLO,Virgin,19,19,0
2011,Abu Dhabi Grand Prix,24,LIU,HRT,22,20,0
2011,Abu Dhabi Grand Prix,24,RIC,HRT,20,R,0
2011,Abu Dhabi Grand Prix,24,BUE,Toro Rosso,13,R,0
2011,Abu Dhabi Grand Prix,24,DAM,Virgin,21,R,0
2011,Abu Dhabi Grand Prix,24,VET,Red Bull,1,R,0
2011,Brazilian Grand Prix,18,WEB,Red Bull,2,1,1
2011,Brazilian Grand Prix,18,VET,Red Bull,1,2,1
2011,Brazilian Grand Prix,18,BUT,McLaren,3,3,1
2011,Brazilian Grand Prix,18,ALO,Ferrari,5,4,0
2011,Brazilian Grand Prix,18,MAS,Ferrari,7,5,0
2011,Brazilian Grand Prix,18,SUT,Force India,8,6,0
2011,Brazilian Grand Prix,18,ROS,Mercedes,6,7,0
2011,Brazilian Grand Prix,18,DIR,Force India,11,8,0
2011,Brazilian Grand Prix,18,KOB,Sauber,16,9,0
2011,Brazilian Grand Prix,18,PET,Renault,15,10,0
2011,Brazilian Grand Prix,18,ALG,Toro Rosso,13,11,0
2011,Brazilian Grand Prix,18,BUE,Toro Rosso,14,12,0
2011,Brazilian Grand Prix,18,PER,Sauber,17,13,0
2011,Brazilian Grand Prix,18,BAR,Williams,12,14,0
2011,Brazilian Grand Prix,18,MSC,Mercedes,10,15,0
2011,Brazilian Grand Prix,18,KOV,Lotus,19,16,0
2011,Brazilian Grand Prix,18,SEN,Renault,9,17,0
2011,Brazilian Grand Prix,18,TRU,Lotus,20,18,0
2011,Brazilian Grand Prix,18,DAM,Virgin,23,19,0
2011,Brazilian Grand Prix,18,RIC,HRT,22,20,0
